cs.AI,"Decisions such as which movie to watch next, which song to listen to, or
which product to buy online, are increasingly influenced by recommender systems
and user models that incorporate information on users' past behaviours,
preferences, and digitally created content. Machine learning models that enable
recommendations and that are trained on user data may unintentionally leverage
information on human characteristics that are considered vulnerabilities, such
as depression, young age, or gambling addiction. The use of algorithmic
decisions based on latent vulnerable state representations could be considered
manipulative and could have a deteriorating impact on the condition of
vulnerable individuals. In this paper, we are concerned with the problem of
machine learning models inadvertently modelling vulnerabilities, and want to
raise awareness for this issue to be considered in legislation and AI ethics.
Hence, we define and describe common vulnerabilities, and illustrate cases
where they are likely to play a role in algorithmic decision-making. We propose
a set of requirements for methods to detect the potential for vulnerability
modelling, detect whether vulnerable groups are treated differently by a model,
and detect whether a model has created an internal representation of
vulnerability. We conclude that explainable artificial intelligence methods may
be necessary for detecting vulnerability exploitation by machine learning-based
recommendation systems."
cs.AI,"To get a good understanding of a dynamical system, it is convenient to have
an interpretable and versatile model of it. Timed discrete event systems are a
kind of model that respond to these requirements. However, such models can be
inferred from timestamped event sequences but not directly from numerical data.
To solve this problem, a discretization step must be done to identify events or
symbols in the time series. Persist is a discretization method that intends to
create persisting symbols by using a score called persistence score. This
allows to mitigate the risk of undesirable symbol changes that would lead to a
too complex model. After the study of the persistence score, we point out that
it tends to favor excessive cases making it miss interesting persisting
symbols. To correct this behavior, we replace the metric used in the
persistence score, the Kullback-Leibler divergence, with the Wasserstein
distance. Experiments show that the improved persistence score enhances
Persist's ability to capture the information of the original time series and
that it makes it better suited for discrete event systems learning."
cs.AI,"World wide transport authorities are imposing complex Hours of Service
regulations to drivers, which constraint the amount of working, driving and
resting time when delivering a service. As a consequence, transport companies
are responsible not only of scheduling driving plans aligned with laws that
define the legal behaviour of a driver, but also of monitoring and identifying
as soon as possible problematic patterns that can incur in costs due to
sanctions. Transport experts are frequently in charge of many drivers and lack
time to analyse the vast amount of data recorded by the onboard sensors, and
companies have grown accustomed to pay sanctions rather than predict and
forestall wrongdoings. This paper exposes an application for summarising raw
driver activity logs according to these regulations and for explaining driver
behaviour in a human readable format. The system employs planning, constraint,
and clustering techniques to extract and describe what the driver has been
doing while identifying infractions and the activities that originate them.
Furthermore, it groups drivers based on similar driving patterns. An
experimentation in real world data indicates that recurring driving patterns
can be clustered from short basic driving sequences to whole drivers working
days."
cs.AI,"Travel time estimation from GPS trips is of great importance to order
duration, ridesharing, taxi dispatching, etc. However, the dense trajectory is
not always available due to the limitation of data privacy and acquisition,
while the origin destination (OD) type of data, such as NYC taxi data, NYC bike
data, and Capital Bikeshare data, is more accessible. To address this issue,
this paper starts to estimate the OD trips travel time combined with the road
network. Subsequently, a Multitask Weakly Supervised Learning Framework for
Travel Time Estimation (MWSL TTE) has been proposed to infer transition
probability between roads segments, and the travel time on road segments and
intersection simultaneously. Technically, given an OD pair, the transition
probability intends to recover the most possible route. And then, the output of
travel time is equal to the summation of all segments' and intersections'
travel time in this route. A novel route recovery function has been proposed to
iteratively maximize the current route's co occurrence probability, and
minimize the discrepancy between routes' probability distribution and the
inverse distribution of routes' estimation loss. Moreover, the expected log
likelihood function based on a weakly supervised framework has been deployed in
optimizing the travel time from road segments and intersections concurrently.
We conduct experiments on a wide range of real world taxi datasets in Xi'an and
Chengdu and demonstrate our method's effectiveness on route recovery and travel
time estimation."
cs.AI,"Federated medical relation extraction enables multiple clients to train a
deep network collaboratively without sharing their raw medical data. In order
to handle the heterogeneous label distribution across clients, most of the
existing works only involve enforcing regularization between local and global
models during optimization. In this paper, we fully utilize the models of all
clients and propose a novel concept of \textit{major classifier vectors}, where
a group of class vectors is obtained in an ensemble rather than the weighted
average method on the server. The major classifier vectors are then distributed
to all clients and the local training of each client is Contrasted with Major
Classifier vectors (FedCMC), so the local model is not prone to overfitting to
the local label distribution. FedCMC requires only a small amount of additional
transfer of classifier parameters without any leakage of raw data, extracted
representations, and label distributions. Our extensive experiments show that
FedCMC outperforms the other state-of-the-art FL algorithms on three medical
relation extraction datasets."
cs.AI,"With the ever-increasing boom of Cryptocurrency, detecting fraudulent
behaviors and associated malicious addresses draws significant research effort.
However, most existing studies still rely on the full history features or
full-fledged address transaction networks, thus cannot meet the requirements of
early malicious address detection, which is urgent but seldom discussed by
existing studies. To detect fraud behaviors of malicious addresses in the early
stage, we present Evolve Path Tracer, which consists of Evolve Path Encoder
LSTM, Evolve Path Graph GCN, and Hierarchical Survival Predictor. Specifically,
in addition to the general address features, we propose asset transfer paths
and corresponding path graphs to characterize early transaction patterns.
Further, since the transaction patterns are changing rapidly during the early
stage, we propose Evolve Path Encoder LSTM and Evolve Path Graph GCN to encode
asset transfer path and path graph under an evolving structure setting.
Hierarchical Survival Predictor then predicts addresses' labels with nice
scalability and faster prediction speed. We investigate the effectiveness and
versatility of Evolve Path Tracer on three real-world illicit bitcoin datasets.
Our experimental results demonstrate that Evolve Path Tracer outperforms the
state-of-the-art methods. Extensive scalability experiments demonstrate the
model's adaptivity under a dynamic prediction setting."
cs.AI,"The XAI literature is decentralized, both in terminology and in publication
venues, but recent years saw the community converge around keywords that make
it possible to more reliably discover papers automatically. We use keyword
search using the SemanticScholar API and manual curation to collect a
well-formatted and reasonably comprehensive set of 5199 XAI papers, available
at https://github.com/alonjacovi/XAI-Scholar . We use this collection to
clarify and visualize trends about the size and scope of the literature,
citation trends, cross-field trends, and collaboration trends. Overall, XAI is
becoming increasingly multidisciplinary, with relative growth in papers
belonging to increasingly diverse (non-CS) scientific fields, increasing
cross-field collaborative authorship, increasing cross-field citation activity.
The collection can additionally be used as a paper discovery engine, by
retrieving XAI literature which is cited according to specific constraints (for
example, papers that are influential outside of their field, or influential to
non-XAI research)."
cs.AI,"Detection of news propagation barriers, being economical, cultural,
political, time zonal, or geographical, is still an open research issue. We
present an approach to barrier detection in news spreading by utilizing
Wikipedia-concepts and metadata associated with each barrier. Solving this
problem can not only convey the information about the coverage of an event but
it can also show whether an event has been able to cross a specific barrier or
not. Experimental results on IPoNews dataset (dataset for information spreading
over the news) reveals that simple classification models are able to detect
barriers with high accuracy. We believe that our approach can serve to provide
useful insights which pave the way for the future development of a system for
predicting information spreading barriers over the news."
cs.AI,"An important feature of pervasive, intelligent assistance systems is the
ability to dynamically adapt to the current needs of their users. Hence, it is
critical for such systems to be able to recognize those goals and needs based
on observations of the user's actions and state of the environment. In this
work, we investigate the application of two state-of-the-art, planning-based
plan recognition approaches in a real-world setting. So far, these approaches
were only evaluated in artificial settings in combination with agents that act
perfectly rational. We show that such approaches have difficulties when used to
recognize the goals of human subjects, because human behaviour is typically not
perfectly rational. To overcome this issue, we propose an extension to the
existing approaches through a classification-based method trained on observed
behaviour data. We empirically show that the proposed extension not only
outperforms the purely planning-based- and purely data-driven goal recognition
methods but is also able to recognize the correct goal more reliably,
especially when only a small number of observations were seen. This
substantially improves the usefulness of hybrid goal recognition approaches for
intelligent assistance systems, as recognizing a goal early opens much more
possibilities for supportive reactions of the system."
cs.AI,"An abstraction can be used to relate two structural causal models
representing the same system at different levels of resolution. Learning
abstractions which guarantee consistency with respect to interventional
distributions would allow one to jointly reason about evidence across multiple
levels of granularity while respecting the underlying cause-effect
relationships. In this paper, we introduce a first framework for causal
abstraction learning between SCMs based on the formalization of abstraction
recently proposed by Rischel (2020). Based on that, we propose a differentiable
programming solution that jointly solves a number of combinatorial
sub-problems, and we study its performance and benefits against independent and
sequential approaches on synthetic settings and on a challenging real-world
problem related to electric vehicle battery manufacturing."
econ.EM,"This paper examines the dynamics of Tether, the stablecoin with the largest
market capitalization. We show that the distributional and dynamic properties
of Tether/USD rates have been evolving from 2017 to 2021. We use local analysis
methods to detect and describe the local patterns, such as short-lived trends,
time-varying volatility and persistence. To accommodate these patterns, we
consider a time varying parameter Double Autoregressive tvDAR(1) model under
the assumption of local stationarity of Tether/USD rates. We estimate the tvDAR
model non-parametrically and test hypotheses on the functional parameters. In
the application to Tether, the model provides a good fit and reliable
out-of-sample forecasts at short horizons, while being robust to time-varying
persistence and volatility. In addition, the model yields a simple plug-in
measure of stability for Tether and other stablecoins for assessing and
comparing their stability."
econ.EM,"Non-causal processes have been drawing attention recently in Macroeconomics
and Finance for their ability to display nonlinear behaviors such as asymmetric
dynamics, clustering volatility, and local explosiveness. In this paper, we
investigate the statistical properties of empirical conditional quantiles of
non-causal processes. Specifically, we show that the quantile autoregression
(QAR) estimates for non-causal processes do not remain constant across
different quantiles in contrast to their causal counterparts. Furthermore, we
demonstrate that non-causal autoregressive processes admit nonlinear
representations for conditional quantiles given past observations. Exploiting
these properties, we propose three novel testing strategies of non-causality
for non-Gaussian processes within the QAR framework. The tests are constructed
either by verifying the constancy of the slope coefficients or by applying a
misspecification test of the linear QAR model over different quantiles of the
process. Some numerical experiments are included to examine the finite sample
performance of the testing strategies, where we compare different specification
tests for dynamic quantiles with the Kolmogorov-Smirnov constancy test. The new
methodology is applied to some time series from financial markets to
investigate the presence of speculative bubbles. The extension of the approach
based on the specification tests to AR processes driven by innovations with
heteroskedasticity is studied through simulations. The performance of QAR
estimates of non-causal processes at extreme quantiles is also explored."
econ.EM,"This paper proves a new central limit theorem for a sample that exhibits
multi-way dependence and heterogeneity across clusters. Statistical inference
for situations where there is both multi-way dependence and cluster
heterogeneity has thus far been an open issue. Existing theory for multi-way
clustering inference requires identical distributions across clusters (implied
by the so-called separate exchangeability assumption). Yet no such homogeneity
requirement is needed in the existing theory for one-way clustering. The new
result therefore theoretically justifies the view that multi-way clustering is
a more robust version of one-way clustering, consistent with applied practice.
The result is applied to linear regression, where it is shown that a standard
plug-in variance estimator is valid for inference."
econ.EM,"It is customary to estimate error-in-variables models using higher-order
moments of observables. This moments-based estimator is consistent only when
the coefficient of the latent regressor is assumed to be non-zero. We develop a
new estimator based on the divide-and-conquer principle that is consistent for
any value of the coefficient of the latent regressor. In an application on the
relation between investment, (mismeasured) Tobin's $q$ and cash flow, we find
time periods in which the effect of Tobin's $q$ is not statistically different
from zero. The implausibly large higher-order moment estimates in these periods
disappear when using the proposed estimator."
econ.EM,"The overwhelming majority of empirical research that uses cluster-robust
inference assumes that the clustering structure is known, even though there are
often several possible ways in which a dataset could be clustered. We propose
two tests for the correct level of clustering in regression models. One test
focuses on inference about a single coefficient, and the other on inference
about two or more coefficients. We provide both asymptotic and wild bootstrap
implementations. The proposed tests work for a null hypothesis of either no
clustering or ``fine'' clustering against alternatives of ``coarser''
clustering. We also propose a sequential testing procedure to determine the
appropriate level of clustering. Simulations suggest that the bootstrap tests
perform very well under the null hypothesis and can have excellent power. An
empirical example suggests that using the tests leads to sensible inferences."
econ.EM,"We provide computationally attractive methods to obtain jackknife-based
cluster-robust variance matrix estimators (CRVEs) for linear regression models
estimated by least squares. We also propose several new variants of the wild
cluster bootstrap, which involve these CRVEs, jackknife-based bootstrap
data-generating processes, or both. Extensive simulation experiments suggest
that the new methods can provide much more reliable inferences than existing
ones in cases where the latter are not trustworthy, such as when the number of
clusters is small and/or cluster sizes vary substantially. Three empirical
examples illustrate the new methods."
econ.EM,"I introduce a generic method for inference on entire quantile and regression
quantile processes in the presence of a finite number of large and arbitrarily
heterogeneous clusters. The method asymptotically controls size by generating
statistics that exhibit enough distributional symmetry such that randomization
tests can be applied. The randomization test does not require ex-ante matching
of clusters, is free of user-chosen parameters, and performs well at
conventional significance levels with as few as five clusters. The method tests
standard (non-sharp) hypotheses and can even be asymptotically similar in
empirically relevant situations. The main focus of the paper is inference on
quantile treatment effects but the method applies more broadly. Numerical and
empirical examples are provided."
econ.EM,"We study causal inference in a setting in which units consisting of pairs of
individuals (such as married couples) are assigned randomly to one of four
categories: a treatment targeted at pair member A, a potentially different
treatment targeted at pair member B, joint treatment, or no treatment. The
setup includes the important special case in which the pair members are the
same individual targeted by two different treatments A and B. Allowing for
endogenous non-compliance, including coordinated treatment takeup, as well as
interference across treatments, we derive the causal interpretation of various
instrumental variable estimands using weaker monotonicity conditions than in
the literature. In general, coordinated treatment takeup makes it difficult to
separate treatment interaction from treatment effect heterogeneity. We provide
auxiliary conditions and various bounding strategies that may help zero in on
causally interesting parameters. As an empirical illustration, we apply our
results to a program randomly offering two different treatments, namely
tutoring and financial incentives, to first year college students, in order to
assess the treatments' effects on academic performance."
econ.EM,"Robust M-estimation uses loss functions, such as least absolute deviation
(LAD), quantile loss and Huber's loss, to construct its objective function, in
order to for example eschew the impact of outliers, whereas the difficulty in
analysing the resultant estimators rests on the nonsmoothness of these losses.
Generalized functions have advantages over ordinary functions in several
aspects, especially generalized functions possess derivatives of any order.
Generalized functions incorporate local integrable functions, the so-called
regular generalized functions, while the so-called singular generalized
functions (e.g. Dirac delta function) can be obtained as the limits of a
sequence of sufficient smooth functions, so-called regular sequence in
generalized function context. This makes it possible to use these singular
generalized functions through approximation. Nevertheless, a significant
contribution of this paper is to establish the convergence rate of regular
sequence to nonsmooth loss that answers a call from the relevant literature.
For parameter estimation where objective function may be nonsmooth, this paper
first shows as a general paradigm that how generalized function approach can be
used to tackle the nonsmooth loss functions in Section two using a very simple
model. This approach is of general interest and applicability. We further use
the approach in robust M-estimation for additive single-index cointegrating
time series models; the asymptotic theory is established for the proposed
estimators. We evaluate the finite-sample performance of the proposed
estimation method and theory by both simulated data and an empirical analysis
of predictive regression of stock returns."
econ.EM,"We revisit conduct parameter estimation in homogeneous goods markets to
resolve the conflict between Bresnahan (1982) and Perloff and Shen (2012)
regarding the identification and the accuracy of conduct parameter estimation.
We point out that the proof of Perloff and Shen (2012) is incorrect and its
simulation setting is not valid. Our simulation shows that the estimation
becomes accurate when properly adding demand shifters in the supply estimation
and increasing the sample size. Therefore, we support Bresnahan (1982)."
econ.EM,"Evaluating policy in imperfectly competitive markets requires understanding
firm behavior. While researchers test conduct via model selection and
assessment, we present advantages of Rivers and Vuong (2002) (RV) model
selection under misspecification. However, degeneracy of RV invalidates
inference. With a novel definition of weak instruments for testing, we connect
degeneracy to instrument strength, derive weak instrument properties of RV, and
provide a diagnostic for weak instruments by extending the framework of Stock
and Yogo (2005) to model selection. We test vertical conduct (Villas-Boas,
2007) using common instrument sets. Some are weak, providing no power. Strong
instruments support manufacturers setting retail prices."
econ.EM,"This paper develops a semi-parametric procedure for estimation of
unconditional quantile partial effects using quantile regression coefficients.
The estimator is based on an identification result showing that, for continuous
covariates, unconditional quantile effects are a weighted average of
conditional ones at particular quantile levels that depend on the covariates.
We propose a two-step estimator for the unconditional effects where in the
first step one estimates a structural quantile regression model, and in the
second step a nonparametric regression is applied to the first step
coefficients. We establish the asymptotic properties of the estimator, say
consistency and asymptotic normality. Monte Carlo simulations show numerical
evidence that the estimator has very good finite sample performance and is
robust to the selection of bandwidth and kernel. To illustrate the proposed
method, we study the canonical application of the Engel's curve, i.e. food
expenditures as a share of income."
econ.EM,"Many problems ask a question that can be formulated as a causal question:
""what would have happened if...?"" For example, ""would the person have had
surgery if he or she had been Black?"" To address this kind of questions,
calculating an average treatment effect (ATE) is often uninformative, because
one would like to know how much impact a variable (such as skin color) has on a
specific individual, characterized by certain covariates. Trying to calculate a
conditional ATE (CATE) seems more appropriate. In causal inference, the
propensity score approach assumes that the treatment is influenced by x, a
collection of covariates. Here, we will have the dual view: doing an
intervention, or changing the treatment (even just hypothetically, in a thought
experiment, for example by asking what would have happened if a person had been
Black) can have an impact on the values of x. We will see here that optimal
transport allows us to change certain characteristics that are influenced by
the variable we are trying to quantify the effect of. We propose here a mutatis
mutandis version of the CATE, which will be done simply in dimension one by
saying that the CATE must be computed relative to a level of probability,
associated to the proportion of x (a single covariate) in the control
population, and by looking for the equivalent quantile in the test population.
In higher dimension, it will be necessary to go through transport, and an
application will be proposed on the impact of some variables on the probability
of having an unnatural birth (the fact that the mother smokes, or that the
mother is Black)."
econ.EM,"This paper revisits the identification and estimation of a class of
semiparametric (distribution-free) panel data binary choice models with lagged
dependent variables, exogenous covariates, and entity fixed effects. Using an
""identification at infinity"" argument, we show that the model is point
identified in the presence of a free-varying continuous covariate. In contrast
with the celebrated Honore and Kyriazidou (2000), our method permits time
trends of any form and does not suffer from the ""curse of dimensionality"". We
propose an easily implementable conditional maximum score estimator. The
asymptotic properties of the proposed estimator are fully characterized. A
small-scale Monte Carlo study demonstrates that our approach performs
satisfactorily in finite samples. We illustrate the usefulness of our method by
presenting an empirical application to enrollment in private hospital insurance
using the HILDA survey data."
econ.EM,"Many economic and causal parameters of interest depend on generated
regressors, including structural parameters in models with endogenous variables
estimated by control functions and in models with sample selection. Inference
with generated regressors is complicated by the very complex expression for
influence functions and asymptotic variances. To address this problem, we
propose automatic Locally Robust/debiased GMM estimators in a general setting
with generated regressors. Importantly, we allow for the generated regressors
to be generated from machine learners, such as Random Forest, Neural Nets,
Boosting, and many others. We use our results to construct novel Doubly Robust
estimators for the Counterfactural Average Structural Function and Average
Partial Effects in models with endogeneity and sample selection, respectively."
econ.EM,"We study the effect of treatment on an outcome when parallel trends hold
conditional on an interactive fixed effects structure. In contrast to the
majority of the literature, we propose identification using time-varying
covariates. We assume the untreated outcomes and covariates follow a common
correlated effects (CCE) model, where the covariates are linear in the same
common time effects. We then demonstrate consistent estimation of the treatment
effect coefficients by imputing the untreated potential outcomes in
post-treatment time periods. Our method accounts for treatment affecting the
distribution of the control variables and is valid when the number of
pre-treatment time periods is small. We also decompose the overall treatment
effect into estimable direct and mediated components."
econ.EM,"In this paper, we describe a computational implementation of the Synthetic
difference-in-differences (SDID) estimator of Arkhangelsky et al. (2021) for
Stata. Synthetic difference-in-differences can be used in a wide class of
circumstances where treatment effects on some particular policy or event are
desired, and repeated observations on treated and untreated units are available
over time. We lay out the theory underlying SDID, both when there is a single
treatment adoption date and when adoption is staggered over time, and discuss
estimation and inference in each of these cases. We introduce the sdid command
which implements these methods in Stata, and provide a number of examples of
use, discussing estimation, inference, and visualization of results."
econ.EM,"This paper introduces a maximum likelihood estimator of the value of job
amenities and labor productivity in a single matching market based on the
observation of equilibrium matches and wages. The estimation procedure
simultaneously fits both the matching patterns and the wage curve. While our
estimator is suited for a wide range of assignment problems, we provide an
application to the estimation of the Value of a Statistical Life using
compensating wage differentials for the risk of fatal injury on the job. Using
US data for 2017, we estimate the Value of Statistical Life at \$ 6.3 million
(\$2017)."
econ.EM,"Modeling and predicting extreme movements in GDP is notoriously difficult and
the selection of appropriate covariates and/or possible forms of nonlinearities
are key in obtaining precise forecasts. In this paper, our focus is on using
large datasets in quantile regression models to forecast the conditional
distribution of US GDP growth. To capture possible non-linearities we include
several nonlinear specifications. The resulting models will be huge dimensional
and we thus rely on a set of shrinkage priors. Since Markov Chain Monte Carlo
estimation becomes slow in these dimensions, we rely on fast variational Bayes
approximations to the posterior distribution of the coefficients and the latent
states. We find that our proposed set of models produces precise forecasts.
These gains are especially pronounced in the tails. Using Gaussian processes to
approximate the nonlinear component of the model further improves the good
performance in the tails."
econ.EM,"Inference on common parameters in panel data models with individual-specific
fixed effects is a classic example of Neyman and Scott's (1948) incidental
parameter problem (IPP). One solution to this IPP is functional differencing
(Bonhomme 2012), which works when the number of time periods T is fixed (and
may be small), but this solution is not applicable to all panel data models of
interest. Another solution, which applies to a larger class of models, is
""large-T"" bias correction (pioneered by Hahn and Kuersteiner 2002 and Hahn and
Newey 2004), but this is only guaranteed to work well when T is sufficiently
large. This paper provides a unified approach that connects those two seemingly
disparate solutions to the IPP. In doing so, we provide an approximate version
of functional differencing, that is, an approximate solution to the IPP that is
applicable to a large class of panel data models even when T is relatively
small."
math.AC,"Let $(R, \mathfrak m)$ be a one dimensional local Cohen-Macaulay ring. An
$\mathfrak m$-primary ideal $I$ of $R$ is Elias if the types of $I$ and of
$R/I$ are equal. Canonical and principal ideals are Elias, and Elias ideals are
closed under inclusion. We give multiple characterizations of Elias ideals and
concrete criteria to identify them. We connect Elias ideals to other
well-studied definitions: Ulrich, $\mathfrak m$-full, integrally closed, trace
ideals, etc. Applications are given regarding canonical ideals, conductors and
the Auslander index."
math.AC,"In this paper, we extend the notion of prime subhypermodules to n-ary
classical prime, n-ary weakly classical prime and n-ary phi-classical prime
subhypermodules of an (m,n)-hypermodule over a commutative Krasner
(m,n)-hyperring. Many properties and characterizations of them are introduced.
Moreover, we investigate the behavior of these structures under hypermodule
homomorphisms, quotient hypermodules and cartesian product."
